,kw/m2,degrees,degrees,degrees,kw/m2,kw,kw,kw,$/kwh,$/kwh,kw,kw,kw,%,kw,kw,kw,kw,kw,kw,kw,kw,kw,kw,kw,kw,kwh,%,$/KWH,kw,kw,kw,kw,
End Time,Global Solar,PV Solar Altitude,PV Solar Azimuth,PV Angle of Incidence,PV Incident Solar,PV Power Output,AC Primary Load,AC Primary Load Served,Grid Power Price,Grid Sellback Rate,Grid Purchases,Grid Sales,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Trojan L16P Maximum Charge Power,Trojan L16P Maximum Discharge Power,Trojan L16P Charge Power,Trojan L16P Discharge Power,Trojan L16P Input Power,Trojan L16P Energy Content,Trojan L16P State of Charge,Trojan L16P Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity,
1/1/16 1:00,0,0,-158.6054,90,0,0,0.3942538,0.3942538,0.05,0,0.3942538,0,0.3942538,0,0,0,0,0,0,0,0,0,7.103114,0,0,0,18.98794,100,0,0.3942538,0,1000,7.103114,
1/1/16 2:00,0,0,-125.4175,90,0,0,0.3889374,0.3889374,0.05,0,0.3889374,0,0.3889374,0,0,0,0,0,0,0,0,0,7.103114,0,0,0,18.98794,100,0,0.3889374,0,1000,7.103114,
1/1/16 3:00,0,0,-106.9801,90,0,0,0.4602824,0.4602824,0.05,0,0.4602824,0,0.4602824,0,0,0,0,0,0,0,0,0,7.103114,0,0,0,18.98794,100,0,0.4602824,0,1000,7.103114,
1/1/16 4:00,0,0,-94.83695,90,0,0,0.5117228,0.5117228,0.05,0,0.5117228,0,0.5117228,0,0,0,0,0,0,0,0,0,7.103114,0,0,0,18.98794,100,0,0.5117228,0,1000,7.103114,
1/1/16 5:00,0,0,-85.21238,90,0,0,0.5128615,0.5128615,0.05,0,0.5128615,0,0.5128615,0,0,0,0,0,0,0,0,0,7.103114,0,0,0,18.98794,100,0,0.5128615,0,1000,7.103114,
1/1/16 6:00,0,0,-76.49562,90,0,0,0.5030196,0.5030196,0.05,0,0.5030196,0,0.5030196,0,0,0,0,0,0,0,0,0,7.103114,0,0,0,18.98794,100,0,0.5030196,0,1000,7.103114,
1/1/16 7:00,0,0,-67.82518,90,0,0,0.434059,0.434059,0.05,0,0.434059,0,0.434059,0,0,0,0,0,0,0,0,0,7.103114,0,0,0,18.98794,100,0,0.434059,0,1000,7.103114,
1/1/16 8:00,0,0,-58.60413,90,0,0,0.576592,0.576592,0.05,0,0.576592,0,0.576592,0,0,0,0,0,0,0,0,0,7.103114,0,0,0,18.98794,100,0,0.576592,0,1000,7.103114,
1/1/16 9:00,0.01865154,10.02934,-48.33356,52.91359,0.01663968,0.1497571,0.430203,0.430203,0.12,0.05,0.2954215,0,0.430203,34.81081,0,0,0.1497571,0.1497571,0.1347814,0,0,0,7.103114,0,0,0,18.98794,100,0,0.430203,0.03743928,1000,7.252871,
1/1/16 10:00,0.09558912,17.82397,-36.59799,39.39359,0.08776083,0.7898474,0.4572262,0.4572262,0.12,0.05,0,0.2536365,0.7108626,111.1111,1.24E-08,0,0.7898474,0.7898474,0.7108626,0,0,0,7.103114,0,0,0,18.98794,100,0,0.4572262,0.1974619,1000,7.892962,
1/1/16 11:00,0.1352236,23.58404,-23.18851,26.64949,0.1241393,1.117254,0.4165293,0.4165293,0.12,0.05,0,0.5889989,1.005528,111.1111,1.58E-08,0,1.117254,1.117254,1.005528,0,0,0,7.103114,0,0,0,18.98794,100,0,0.4165293,0.2793134,1000,8.220367,
1/1/16 12:00,0.1771896,26.72748,-8.340975,16.73177,0.1672409,1.505168,0.4695294,0.4695294,0.12,0.05,0,0.8851216,1.354651,111.1111,2.03E-08,0,1.505168,1.505168,1.354651,0,0,0,7.103114,0,0,0,18.98794,100,0,0.4695294,0.376292,1000,8.608282,
1/1/16 13:00,0.2144927,26.85092,7.119015,16.23197,0.2196168,1.976551,2.579587,2.579587,0.12,0.05,0.8006915,0,2.579587,76.62276,0,0,1.976551,1.976551,1.778896,0,0,0,7.103114,0,0,0,18.98794,100,0,2.579587,0.4941378,1000,9.079665,
1/1/16 14:00,0.1818525,23.93702,22.05277,25.70715,0.1819264,1.637338,0.4454578,0.4454578,0.45,0.2,0,1.028146,1.473604,111.1111,3.60E-08,0,1.637338,1.637338,1.473604,0,0,0,7.103114,0,0,0,18.98794,100,0,0.4454578,0.4093344,1000,8.740452,
1/1/16 15:00,0.1468809,18.36462,35.59289,38.3397,0.1542439,1.388195,0.4272237,0.4272237,0.45,0.2,0,0.8221518,1.249376,111.1111,2.88E-08,0,1.388195,1.388195,1.249376,0,0,0,7.103114,0,0,0,18.98794,100,0,0.4272237,0.3470488,1000,8.491309,
1/1/16 16:00,0.1014177,10.71021,47.45815,51.82534,0.1384973,1.246476,0.4759856,0.4759856,0.45,0.2,0,0.6458429,1.121828,111.1111,2.07E-08,0,1.246476,1.246476,1.121828,0,0,0,7.103114,0,0,0,18.98794,100,0,0.4759856,0.311619,1000,8.34959,
1/1/16 17:00,0.02914302,1.540001,57.83161,65.57529,0.1019898,0.9179085,0.4367335,0.4367335,0.45,0.2,0,0.3893841,0.8261176,111.1111,1.17E-08,0,0.9179085,0.9179085,0.8261176,0,0,0,7.103114,0,0,0,18.98794,100,0,0.4367335,0.2294771,1000,8.021023,
1/1/16 18:00,0,0,67.11874,90,0,0,1.26013,1.26013,0.45,0.2,0,0,1.26013,0,0,0,0,1.400144,1.26013,0,0,0,7.103114,0,1.400144,-1.400144,17.46927,92.00191,0,1.26013,0,1000,7.103114,
1/1/16 19:00,0,0,75.81301,90,0,0,2.329905,2.329905,0.45,0.2,0,0,2.329905,0,0,0,0,2.588784,2.329905,0,0,0.8351783,6.393213,0,2.588784,-2.588784,14.66134,77.21395,0,2.329905,0,1000,6.393213,
1/1/16 20:00,0,0,84.49982,90,0,0,0.6594408,0.6594408,0.45,0.2,0,0,0.6594408,0,0,0,0,0.732712,0.6594408,0,0,0.9371396,5.198274,0,0.732712,-0.732712,13.8666,73.02847,0,0.6594408,0,1000,5.198274,
1/1/16 21:00,0,0,94.00839,90,0,0,0.4858882,0.4858882,0.05,0.02,1.527154,0,0.4858882,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,5.064303,0.9371396,0,0.9371396,14.7306,77.57871,0.06535947,0.4858882,0,1000,5.064303,
1/1/16 22:00,0,0,105.8566,90,0,0,0.4709643,0.4709643,0.05,0.02,1.512231,0,0.4709643,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,5.570212,0.9371396,0,0.9371396,15.5946,82.12897,0.06535947,0.4709643,0,1000,5.570212,
1/1/16 23:00,0,0,123.5545,90,0,0,0.4039754,0.4039754,0.05,0.02,0.4039754,0,0.4039754,0,0,0,0,0,0,0,0,0.9371396,5.924556,0,0,0,15.5946,82.12897,0.06535947,0.4039754,0,1000,5.924556,
1/2/16 0:00,0,0,155.2168,90,0,0,0.4196243,0.4196243,0.05,0.02,0.4196243,0,0.4196243,0,0,0,0,0,0,0,0,0.9371396,5.849195,0,0,0,15.5946,82.12897,0.06535947,0.4196243,0,1000,5.849195,
1/2/16 1:00,0,0,-159.0054,90,0,0,0.3400966,0.3400966,0.05,0,0.3400966,0,0.3400966,0,0,0,0,0,0,0,0,0.9371396,5.836353,0,0,0,15.5946,82.12897,0.06535947,0.3400966,0,1000,5.836353,
1/2/16 2:00,0,0,-125.7183,90,0,0,0.3030365,0.3030365,0.05,0,0.3030365,0,0.3030365,0,0,0,0,0,0,0,0,0.9371396,5.834164,0,0,0,15.5946,82.12897,0.06535947,0.3030365,0,1000,5.834164,
1/2/16 3:00,0,0,-107.1911,90,0,0,0.2111337,0.2111337,0.05,0,0.2111337,0,0.2111337,0,0,0,0,0,0,0,0,0.9371396,5.833792,0,0,0,15.5946,82.12897,0.06535947,0.2111337,0,1000,5.833792,
1/2/16 4:00,0,0,-95.0012,90,0,0,0.3687234,0.3687234,0.05,0,0.3687234,0,0.3687234,0,0,0,0,0,0,0,0,0.9371396,5.833728,0,0,0,15.5946,82.12897,0.06535947,0.3687234,0,1000,5.833728,
1/2/16 5:00,0,0,-85.35286,90,0,0,0.272809,0.272809,0.05,0,0.272809,0,0.272809,0,0,0,0,0,0,0,0,0.9371396,5.833717,0,0,0,15.5946,82.12897,0.06535947,0.272809,0,1000,5.833717,
1/2/16 6:00,0,0,-76.62465,90,0,0,0.2919529,0.2919529,0.05,0,0.2919529,0,0.2919529,0,0,0,0,0,0,0,0,0.9371396,5.833715,0,0,0,15.5946,82.12897,0.06535947,0.2919529,0,1000,5.833715,
1/2/16 7:00,0,0,-67.95009,90,0,0,0.26809,0.26809,0.05,0,0.26809,0,0.26809,0,0,0,0,0,0,0,0,0.9371396,5.833715,0,0,0,15.5946,82.12897,0.06535947,0.26809,0,1000,5.833715,
1/2/16 8:00,0,0,-58.72982,90,0,0,0.3988293,0.3988293,0.05,0,0.3988293,0,0.3988293,0,0,0,0,0,0,0,0,0.9371396,5.833715,0,0,0,15.5946,82.12897,0.06535947,0.3988293,0,1000,5.833715,
1/2/16 9:00,0.03730307,10.02248,-48.46296,53.00724,0.03417909,0.3076118,0.2910101,0.2910101,0.12,0.05,0.0141595,0,0.2910101,105.7048,0,0,0.3076118,0.3076118,0.2768506,0,0,0.9371396,5.833715,0,0,0,15.5946,82.12897,0.06535947,0.2910101,0.07690295,1000,6.141327,
1/2/16 10:00,0.1573723,17.83654,-36.73139,39.47331,0.179299,1.613691,0.2909989,0.2909989,0.12,0.05,0,0.3178974,0.6088963,265.019,1.05E-08,0,1.613691,0.6765514,0.6088963,0,0,0.9371396,5.833715,0.9371396,0,0.9371396,16.4586,86.67924,0.04357298,0.2909989,0.4034227,1000,7.447406,
1/2/16 11:00,0.2902645,23.61992,-23.32216,26.70238,0.4574063,4.116657,0.2592126,0.2592126,0.12,0.05,0,2.602353,2.861566,143.8603,8.23E-08,0,4.116657,3.179518,2.861566,0,0,0.9371396,6.237591,0.9371396,0,0.9371396,17.3226,91.22949,0.03267974,0.2592126,1.029164,1000,10.35425,
1/2/16 12:00,0.3765279,26.78852,-8.466474,16.71753,0.6696119,6.026507,0.2767276,0.2767276,0.12,0.05,0,4.58747,4.864197,123.8952,-8.20E-08,0,6.026507,5.404664,4.864197,0,0,0.6218433,6.574548,0.6218433,0,0.6218433,17.89591,94.24883,0.0280299,0.2767276,1.506627,1000,12.60106,
1/2/16 13:00,0.4056709,26.93547,7.011845,16.12074,0.7667368,6.900631,1.765451,1.765451,0.12,0.05,0,4.086285,5.851736,117.9245,1.45E-07,0,6.900631,6.501929,5.851736,0,0,0.3987019,6.764218,0.3987019,0,0.3987019,18.2635,96.18473,0.02568657,1.765451,1.725158,1000,13.66485,
1/2/16 14:00,0.3753622,24.04006,21.97038,25.57984,0.7540142,6.786128,0.3459326,0.3459326,0.45,0.2,0,5.523536,5.869469,115.6174,2.08E-07,0,6.786128,6.521632,5.869469,0,0,0.2644954,6.878294,0.2644954,0,0.2644954,18.50735,97.46898,0.02433684,0.3459326,1.696532,1000,13.66442,
1/2/16 15:00,0.2611215,18.47996,35.53537,38.21898,0.5206946,4.686251,0.3436173,0.3436173,0.45,0.2,0,3.716091,4.059709,115.4332,-1.09E-07,0,4.686251,4.510787,4.059709,0,0,0.1754643,6.95397,0.1754643,0,0.1754643,18.66912,98.32094,0.02351707,0.3436173,1.171563,1000,11.64022,
1/2/16 16:00,0.1340579,10.83262,47.42145,51.71242,0.2759213,2.483292,0.3963333,0.3963333,0.45,0.2,0,1.733868,2.130201,116.5755,-6.43E-08,0,2.483292,2.36689,2.130201,0,0,0.1164018,7.004173,0.1164018,0,0.1164018,18.77644,98.88612,0.02300305,0.3963333,0.620823,1000,9.487465,
1/2/16 17:00,0.02448014,1.66591,57.81078,65.4699,0.0568999,0.5120991,0.3181814,0.3181814,0.45,0.2,0,0.07320971,0.3913911,130.8408,2.81E-09,0,0.5120991,0.434879,0.3913911,0,0,0.0772201,7.037477,0.0772201,0,0.0772201,18.84763,99.26106,0.02267426,0.3181814,0.1280248,1000,7.549577,
1/2/16 18:00,0,0,67.10961,90,0,0,1.069625,1.069625,0.45,0.2,0,0,1.069625,0,0,0,0,1.188472,1.069625,0,0,0.05122713,7.059571,0,1.188472,-1.188472,17.55855,92.47214,0.02267426,1.069625,0,1000,7.059571,
1/2/16 19:00,0,0,75.81234,90,0,0,1.357867,1.357867,0.45,0.2,0,7.13E-08,1.357867,0,-2.10E-15,0,0,1.508741,1.357867,0,0,0.7688727,6.449573,0,1.508741,-1.508741,15.92209,83.85372,0.02267426,1.357867,0,1000,6.449573,
1/2/16 20:00,0,0,84.50474,90,0,0,0.4322918,0.4322918,0.45,0.2,0,0,0.4322918,0,0,0,0,0.4803242,0.4322918,0,0,0.9371396,5.78319,0,0.4803242,-0.4803242,15.40111,81.10995,0.02267426,0.4322918,0,1000,5.78319,
1/2/16 21:00,0,0,94.01444,90,0,0,0.327526,0.327526,0.05,0.02,0.327526,0,0.327526,0,0,0,0,0,0,0,0,0.9371396,5.683204,0,0,0,15.40111,81.10995,0.02267426,0.327526,0,1000,5.683204,
1/2/16 22:00,0,0,105.8532,90,0,0,0.2592691,0.2592691,0.05,0.02,0.2592691,0,0.2592691,0,0,0,0,0,0,0,0,0.9371396,5.748019,0,0,0,15.40111,81.10995,0.02267426,0.2592691,0,1000,5.748019,
1/2/16 23:00,0,0,123.5022,90,0,0,0.2678191,0.2678191,0.05,0.02,0.2678191,0,0.2678191,0,0,0,0,0,0,0,0,0.9371396,5.759064,0,0,0,15.40111,81.10995,0.02267426,0.2678191,0,1000,5.759064,
1/3/16 0:00,0,0,154.9878,90,0,0,0.330712,0.330712,0.05,0.02,0.330712,0,0.330712,0,0,0,0,0,0,0,0,0.9371396,5.760946,0,0,0,15.40111,81.10995,0.02267426,0.330712,0,1000,5.760946,
1/3/16 1:00,0,0,-159.4077,90,0,0,0.4272952,0.4272952,0.05,0,0.4272952,0,0.4272952,0,0,0,0,0,0,0,0,0.9371396,5.761267,0,0,0,15.40111,81.10995,0.02267426,0.4272952,0,1000,5.761267,
1/3/16 2:00,0,0,-126.0287,90,0,0,0.3688019,0.3688019,0.05,0,0.3688019,0,0.3688019,0,0,0,0,0,0,0,0,0.9371396,5.761322,0,0,0,15.40111,81.10995,0.02267426,0.3688019,0,1000,5.761322,
1/3/16 3:00,0,0,-107.4108,90,0,0,0.3791819,0.3791819,0.05,0,0.3791819,0,0.3791819,0,0,0,0,0,0,0,0,0.9371396,5.761331,0,0,0,15.40111,81.10995,0.02267426,0.3791819,0,1000,5.761331,
1/3/16 4:00,0,0,-95.1729,90,0,0,0.4563462,0.4563462,0.05,0,0.4563462,0,0.4563462,0,0,0,0,0,0,0,0,0.9371396,5.761333,0,0,0,15.40111,81.10995,0.02267426,0.4563462,0,1000,5.761333,
1/3/16 5:00,0,0,-85.49967,90,0,0,0.427319,0.427319,0.05,0,0.427319,0,0.427319,0,0,0,0,0,0,0,0,0.9371396,5.761333,0,0,0,15.40111,81.10995,0.02267426,0.427319,0,1000,5.761333,
1/3/16 6:00,0,0,-76.75909,90,0,0,0.4610391,0.4610391,0.05,0,0.4610391,0,0.4610391,0,0,0,0,0,0,0,0,0.9371396,5.761333,0,0,0,15.40111,81.10995,0.02267426,0.4610391,0,1000,5.761333,
1/3/16 7:00,0,0,-68.07983,90,0,0,0.4002453,0.4002453,0.05,0,0.4002453,0,0.4002453,0,0,0,0,0,0,0,0,0.9371396,5.761333,0,0,0,15.40111,81.10995,0.02267426,0.4002453,0,1000,5.761333,
1/3/16 8:00,0,0,-58.85979,90,0,0,0.4748431,0.4748431,0.05,0,0.4748431,0,0.4748431,0,0,0,0,0,0,0,0,0.9371396,5.761333,0,0,0,15.40111,81.10995,0.02267426,0.4748431,0,1000,5.761333,
1/3/16 9:00,0.02681158,10.0213,-48.59603,53.09938,0.02419388,0.2177449,0.4028484,0.4028484,0.12,0.05,0.2068779,0,0.4028484,54.05134,0,0,0.2177449,0.2177449,0.1959704,0,0,0.9371396,5.761333,0,0,0,15.40111,81.10995,0.02267426,0.4028484,0.05443624,1000,5.979077,
1/3/16 10:00,0.09092624,17.85525,-36.86765,39.55069,0.08314713,0.7483242,0.412712,0.412712,0.12,0.05,0,0,0.412712,181.3187,0,0,0.7483242,0.4585689,0.412712,0,0,0.9371396,5.761333,0.2897552,0,0.2897552,15.66825,82.51685,0.0215201,0.412712,0.187081,1000,6.509657,
1/3/16 11:00,0.2040012,23.66229,-23.45752,26.75174,0.2213937,1.992543,0.3959457,0.3959457,0.12,0.05,0,0.5539175,0.9498632,209.7716,-2.29E-08,0,1.992543,1.055404,0.9498632,0,0,0.9371396,5.886208,0.9371396,0,0.9371396,16.53225,87.06712,0.01847808,0.3959457,0.4981358,1000,7.878751,
1/3/16 12:00,0.2576243,26.85624,-8.592196,16.698,0.3031815,2.728633,0.4592446,0.4592446,0.12,0.05,0,1.1531,1.612345,169.2339,-3.39E-08,0,2.728633,1.791494,1.612345,0,0,0.9371396,6.269393,0.9371396,0,0.9371396,17.39625,91.61737,0.01618957,0.4592446,0.6821584,1000,8.998026,
1/3/16 13:00,0.2308127,27.02656,6.906131,16.00395,0.2466915,2.220223,2.14515,2.14515,0.12,0.05,0.1469496,0,2.14515,103.4996,0,0,2.220223,2.220223,1.998201,0,0,0.5885775,6.602823,0,0,0,17.39625,91.61737,0.01618957,2.14515,0.5550558,1000,8.823047,
1/3/16 14:00,0.2238184,24.14922,21.89095,25.44964,0.2575835,2.318251,0.3960876,0.3960876,0.45,0.2,0,1.077052,1.473139,157.3681,-5.21E-09,0,2.318251,1.636821,1.473139,0,0,0.6814299,6.523899,0.6814299,0,0.6814299,18.0245,94.92604,0.01485205,0.3960876,0.5795628,1000,8.84215,
1/3/16 15:00,0.192344,18.60082,35.48191,38.0971,0.2576179,2.318561,0.3834942,0.3834942,0.45,0.2,0,1.386631,1.770126,130.9828,6.51E-08,0,2.318561,1.966806,1.770126,0,0,0.3517542,6.804123,0.3517542,0,0.3517542,18.3488,96.63397,0.01424457,0.3834942,0.5796402,1000,9.122684,
1/3/16 16:00,0.1258979,10.95987,47.38956,51.59939,0.2283228,2.054905,0.5673279,0.5673279,0.45,0.2,0,1.072071,1.639398,125.3451,-5.80E-08,0,2.054905,1.821554,1.639398,0,0,0.2333513,6.904766,0.2333513,0,0.2333513,18.56394,97.76701,0.01386826,0.5673279,0.5137263,1000,8.959671,
1/3/16 17:00,0.03613735,1.796036,57.79527,65.36519,0.153678,1.383102,0.4126593,0.4126593,0.45,0.2,0,0.6928092,1.105469,125.1145,-1.38E-08,0,1.383102,1.228298,1.105469,0,0,0.1548035,6.971531,0.1548035,0,0.1548035,18.70666,98.51865,0.01362941,0.4126593,0.3457755,1000,8.354633,
1/3/16 18:00,0,0,67.10622,90,0,0,1.544891,1.544891,0.45,0.2,0,0,1.544891,0,0,0,0,1.716545,1.544891,0,0,0.1026957,7.015823,0,1.716545,-1.716545,16.8448,88.71319,0.01362941,1.544891,0,1000,7.015823,
1/3/16 19:00,0,0,75.81791,90,0,0,2.217848,2.217848,0.45,0.2,0,0,2.217848,0,0,0,0,2.464275,2.217848,0,0,0.9371396,6.130625,0,2.464275,-2.464275,14.17192,74.63645,0.01362941,2.217848,0,1000,6.130625,
1/3/16 20:00,0,0,84.51666,90,0,0,0.5169182,0.5169182,0.45,0.2,0,0,0.5169182,0,0,0,0,0.5743536,0.5169182,0,0,0.9371396,5.022861,0,0.5743536,-0.5743536,13.54895,71.35556,0.01362941,0.5169182,0,1000,5.022861,
1/3/16 21:00,0,0,94.02891,90,0,0,0.4333727,0.4333727,0.05,0.02,1.474639,0,0.4333727,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,4.962818,0.9371396,0,0.9371396,14.41295,75.90582,0.01851377,0.4333727,0,1000,4.962818,
1/3/16 22:00,0,0,105.8598,90,0,0,0.4153308,0.4153308,0.05,0.02,1.456597,0,0.4153308,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,5.45434,0.9371396,0,0.9371396,15.27695,80.45609,0.02255535,0.4153308,0,1000,5.45434,
1/3/16 23:00,0,0,123.4624,90,0,0,0.4676265,0.4676265,0.05,0.02,0.4676265,0,0.4676265,0,0,0,0,0,0,0,0,0.9371396,5.806232,0,0,0,15.27695,80.45609,0.02255535,0.4676265,0,1000,5.806232,
1/4/16 0:00,0,0,154.7712,90,0,0,0.430733,0.430733,0.05,0.02,0.430733,0,0.430733,0,0,0,0,0,0,0,0,0.9371396,5.730453,0,0,0,15.27695,80.45609,0.02255535,0.430733,0,1000,5.730453,
1/4/16 1:00,0,0,-159.8116,90,0,0,0.3489198,0.3489198,0.05,0,0.3489198,0,0.3489198,0,0,0,0,0,0,0,0,0.9371396,5.71754,0,0,0,15.27695,80.45609,0.02255535,0.3489198,0,1000,5.71754,
1/4/16 2:00,0,0,-126.3488,90,0,0,0.4183458,0.4183458,0.05,0,0.4183458,0,0.4183458,0,0,0,0,0,0,0,0,0.9371396,5.715339,0,0,0,15.27695,80.45609,0.02255535,0.4183458,0,1000,5.715339,
1/4/16 3:00,0,0,-107.6394,90,0,0,0.4054979,0.4054979,0.05,0,0.4054979,0,0.4054979,0,0,0,0,0,0,0,0,0.9371396,5.714964,0,0,0,15.27695,80.45609,0.02255535,0.4054979,0,1000,5.714964,
1/4/16 4:00,0,0,-95.35175,90,0,0,0.3403324,0.3403324,0.05,0,0.3403324,0,0.3403324,0,0,0,0,0,0,0,0,0.9371396,5.7149,0,0,0,15.27695,80.45609,0.02255535,0.3403324,0,1000,5.7149,
1/4/16 5:00,0,0,-85.6526,90,0,0,0.3241003,0.3241003,0.05,0,0.3241003,0,0.3241003,0,0,0,0,0,0,0,0,0.9371396,5.71489,0,0,0,15.27695,80.45609,0.02255535,0.3241003,0,1000,5.71489,
1/4/16 6:00,0,0,-76.8989,90,0,0,0.361878,0.361878,0.05,0,0.361878,0,0.361878,0,0,0,0,0,0,0,0,0.9371396,5.714888,0,0,0,15.27695,80.45609,0.02255535,0.361878,0,1000,5.714888,
1/4/16 7:00,0,0,-68.2143,90,0,0,0.388594,0.388594,0.05,0,0.388594,0,0.388594,0,0,0,0,0,0,0,0,0.9371396,5.714887,0,0,0,15.27695,80.45609,0.02255535,0.388594,0,1000,5.714887,
1/4/16 8:00,0,0,-58.99398,90,0,0,0.4199603,0.4199603,0.05,0,0.4199603,0,0.4199603,0,0,0,0,0,0,0,0,0.9371396,5.714887,0,0,0,15.27695,80.45609,0.02255535,0.4199603,0,1000,5.714887,
1/4/16 9:00,0.01748581,10.02583,-48.73271,53.18999,0.01557191,0.1401472,0.3267447,0.3267447,0.12,0.05,0.2006122,0,0.3267447,42.89195,0,0,0.1401472,0.1401472,0.1261324,0,0,0.9371396,5.714887,0,0,0,15.27695,80.45609,0.02255535,0.3267447,0.03503679,1000,5.855034,
1/4/16 10:00,0.06877754,17.8801,-37.00671,39.62571,0.06208421,0.5587578,0.3135098,0.3135098,0.12,0.05,0,0,0.3135098,178.2266,0,0,0.5587578,0.3483442,0.3135098,0,0,0.9371396,5.714887,0.2104136,0,0.2104136,15.47094,81.47775,0.02212673,0.3135098,0.1396895,1000,6.273645,
1/4/16 11:00,0.1620352,23.71116,-23.59455,26.79759,0.1548191,1.393372,0.4360798,0.4360798,0.12,0.05,0,0,0.4360798,319.5222,0,0,1.393372,0.4845331,0.4360798,0,0,0.9371396,5.805569,0.9088387,0,0.9088387,16.30885,85.89059,0.02044836,0.4360798,0.348343,1000,7.198941,
1/4/16 12:00,0.2319785,26.93062,-8.718074,16.67324,0.249433,2.244897,0.3719642,0.3719642,0.12,0.05,0,0.8050175,1.176982,190.7334,9.42E-09,0,2.244897,1.307757,1.176982,0,0,0.9371396,6.182223,0.9371396,0,0.9371396,17.17285,90.44084,0.01896501,0.3719642,0.5612243,1000,8.42712,
1/4/16 13:00,0.2261499,27.12418,6.801944,15.88161,0.2375859,2.138273,1.88409,1.88409,0.12,0.05,0,0,1.88409,113.491,0,0,2.138273,2.093433,1.88409,0,0,0.687617,6.51864,0.04484004,0,0.04484004,17.21419,90.65856,0.01889941,1.88409,0.5345683,1000,8.656913,
1/4/16 14:00,0.1247321,24.26447,21.81456,25.31664,0.1132755,1.019479,0.363257,0.363257,0.45,0.2,0,0,0.363257,280.6497,0,0,1.019479,0.4036188,0.363257,0,0,0.7571359,6.459549,0.6158605,0,0.6158605,17.78199,93.64886,0.01804228,0.363257,0.2548698,1000,7.479028,
1/4/16 15:00,0.129395,18.72712,35.43261,37.97419,0.1253319,1.127987,0.377266,0.377266,0.45,0.2,0,0.2199884,0.5972545,188.862,1.48E-10,0,1.127987,0.6636161,0.5972545,0,0,0.4643708,6.708399,0.4643708,0,0.4643708,18.21012,95.90359,0.01744569,0.377266,0.2819967,1000,7.836386,
1/4/16 16:00,0.04429739,11.0919,47.36253,51.48635,0.04058546,0.3652691,0.4573405,0.4573405,0.45,0.2,0,1.77E-08,0.4573405,79.86809,-1.26E-16,0,0.3652691,0.5081561,0.4573405,0,0,0.2839849,6.861727,0,0.142887,-0.142887,18.05513,95.08739,0.01744569,0.4573405,0.09131728,1000,7.226996,
1/4/16 17:00,0.01515437,1.930298,57.78513,65.26125,0.01573715,0.1416344,0.2954712,0.2954712,0.45,0.2,0,0,0.2954712,47.93508,0,0,0.1416344,0.3283014,0.2954712,0,0,0.4176103,6.748146,0,0.186667,-0.186667,17.85266,94.02108,0.01744569,0.2954712,0.03540859,1000,6.88978,
1/4/16 18:00,0,0,67.10863,90,0,0,1.081269,1.081269,0.45,0.2,0,0,1.081269,0,0,0,0,1.20141,1.081269,0,0,0.5230807,6.658496,0,1.20141,-1.20141,16.54955,87.15824,0.01744569,1.081269,0,1000,6.658496,
1/4/16 19:00,0,0,75.82983,90,0,0,2.079472,2.079472,0.45,0.2,0,0,2.079472,0,0,0,0,2.310524,2.079472,0,0,0.9371396,6.06589,0,2.310524,-2.310524,14.04344,73.95979,0.01744569,2.079472,0,1000,6.06589,
1/4/16 20:00,0,0,84.53561,90,0,0,0.539044,0.539044,0.45,0.2,0,0,0.539044,0,0,0,0,0.5989378,0.539044,0,0,0.9371396,4.998157,0,0.5989378,-0.5989378,13.3938,70.53846,0.01744569,0.539044,0,1000,4.998157,
1/4/16 21:00,0,0,94.05135,90,0,0,0.3531756,0.3531756,0.05,0.02,1.394442,0,0.3531756,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,4.90627,0.9371396,0,0.9371396,14.2578,75.08871,0.02044296,0.3531756,0,1000,4.90627,
1/4/16 22:00,0,0,105.8762,90,0,0,0.3693106,0.3693106,0.05,0.02,1.410577,0,0.3693106,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,5.396554,0.9371396,0,0.9371396,15.1218,79.63897,0.02308732,0.3693106,0,1000,5.396554,
1/4/16 23:00,0,0,123.435,90,0,0,0.3793177,0.3793177,0.05,0.02,1.420584,0,0.3793177,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,5.748235,0.9371396,0,0.9371396,15.9858,84.18922,0.02543762,0.3793177,0,1000,5.748235,
1/5/16 0:00,0,0,154.5676,90,0,0,0.3793997,0.3793997,0.05,0.02,0.3793997,0,0.3793997,0,0,0,0,0,0,0,0,0.9371396,6.076297,0,0,0,15.9858,84.18922,0.02543762,0.3793997,0,1000,6.076297,
