,kw/m2,degrees,degrees,degrees,kw/m2,kw,kw,kw,$/kwh,$/kwh,kw,kw,kw,%,kw,kw,kw,kw,kw,kw,kw,kw,kw,kw,kw,kw,kwh,%,$/KWH,kw,kw,kw,kw,
End Time,Global Solar,PV Solar Altitude,PV Solar Azimuth,PV Angle of Incidence,PV Incident Solar,PV Power Output,AC Primary Load,AC Primary Load Served,Grid Power Price,Grid Sellback Rate,Grid Purchases,Grid Sales,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Trojan L16P Maximum Charge Power,Trojan L16P Maximum Discharge Power,Trojan L16P Charge Power,Trojan L16P Discharge Power,Trojan L16P Input Power,Trojan L16P Energy Content,Trojan L16P State of Charge,Trojan L16P Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity,
2/1/16 21:00,0,0,97.80286,90,0,0,0.3291507,0.3291507,0.05,0.02,1.370417,0,0.3291507,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,5.161659,0.9371396,0,0.9371396,14.9392,78.67731,0.01791199,0.3291507,0,1000,5.161659,
2/1/16 22:00,0,0,110.0156,90,0,0,0.2810509,0.2810509,0.05,0.02,1.322317,0,0.2810509,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,5.651538,0.9371396,0,0.9371396,15.8032,83.22756,0.01821248,0.2810509,0,1000,5.651538,
2/1/16 23:00,0,0,127.1657,90,0,0,0.3421029,0.3421029,0.05,0.02,0.3421029,0,0.3421029,0,0,0,0,0,0,0,0,0.9371396,6.00315,0,0,0,15.8032,83.22756,0.01821248,0.3421029,0,1000,6.00315,
2/2/16 0:00,0,0,153.9699,90,0,0,0.3288783,0.3288783,0.05,0.02,0.3288783,0,0.3288783,0,0,0,0,0,0,0,0,0.9371396,5.927325,0,0,0,15.8032,83.22756,0.01821248,0.3288783,0,1000,5.927325,
2/2/16 1:00,0,0,-169.4363,90,0,0,0.3042839,0.3042839,0.05,0,0.3042839,0,0.3042839,0,0,0,0,0,0,0,0,0.9371396,5.914403,0,0,0,15.8032,83.22756,0.01821248,0.3042839,0,1000,5.914403,
2/2/16 2:00,0,0,-137.6247,90,0,0,0.2523616,0.2523616,0.05,0,0.2523616,0,0.2523616,0,0,0,0,0,0,0,0,0.9371396,5.912201,0,0,0,15.8032,83.22756,0.01821248,0.2523616,0,1000,5.912201,
2/2/16 3:00,0,0,-116.941,90,0,0,0.2830667,0.2830667,0.05,0,0.2830667,0,0.2830667,0,0,0,0,0,0,0,0,0.9371396,5.911826,0,0,0,15.8032,83.22756,0.01821248,0.2830667,0,1000,5.911826,
2/2/16 4:00,0,0,-102.9965,90,0,0,0.2956453,0.2956453,0.05,0,0.2956453,0,0.2956453,0,0,0,0,0,0,0,0,0.9371396,5.911762,0,0,0,15.8032,83.22756,0.01821248,0.2956453,0,1000,5.911762,
2/2/16 5:00,0,0,-92.24315,90,0,0,0.240359,0.240359,0.05,0,0.240359,0,0.240359,0,0,0,0,0,0,0,0,0.9371396,5.911751,0,0,0,15.8032,83.22756,0.01821248,0.240359,0,1000,5.911751,
2/2/16 6:00,0,0,-82.85287,90,0,0,0.238252,0.238252,0.05,0,0.238252,0,0.238252,0,0,0,0,0,0,0,0,0.9371396,5.911749,0,0,0,15.8032,83.22756,0.01821248,0.238252,0,1000,5.911749,
2/2/16 7:00,0,0,-73.79805,90,0,0,0.2706716,0.2706716,0.05,0,0.2706716,0,0.2706716,0,0,0,0,0,0,0,0,0.9371396,5.911749,0,0,0,15.8032,83.22756,0.01821248,0.2706716,0,1000,5.911749,
2/2/16 8:00,0.003497163,2.811702,-64.36274,69.26941,0.003112082,0.02800874,0.3647411,0.3647411,0.05,0,0.3395333,0,0.3647411,7.679073,0,0,0.02800874,0.02800874,0.02520786,0,0,0.9371396,5.911749,0,0,0,15.8032,83.22756,0.01821248,0.3647411,0.007002185,1000,5.939758,
2/2/16 9:00,0.05129172,12.71224,-53.93393,54.9687,0.04647173,0.4182456,0.315391,0.315391,0.12,0.05,0,0,0.315391,132.6118,0,0,0.4182456,0.3504345,0.315391,0,0,0.9371396,5.911749,0.06781112,0,0.06781112,15.86572,83.55682,0.01820414,0.315391,0.1045614,1000,6.329995,
2/2/16 10:00,0.1037492,21.28136,-41.94571,40.72028,0.09373276,0.8435948,0.2757832,0.2757832,0.12,0.05,0,0,0.2757832,305.8906,0,0,0.8435948,0.3064258,0.2757832,0,0,0.9371396,5.940973,0.537169,0,0.537169,16.36096,86.16502,0.01813832,0.2757832,0.2108987,1000,6.784568,
2/2/16 11:00,0.1748582,27.90429,-27.98789,26.73681,0.1613458,1.452112,0.2569019,0.2569019,0.12,0.05,0,0.2065734,0.4634753,313.3095,-2.77E-09,0,1.452112,0.5149726,0.4634753,0,0,0.9371396,6.167633,0.9371396,0,0.9371396,17.22496,90.71529,0.01802464,0.2569019,0.363028,1000,7.619745,
2/2/16 12:00,0.2098298,31.87309,-12.12224,13.98749,0.1955993,1.760394,0.3035887,0.3035887,0.12,0.05,0,0.6764013,0.9799899,179.6339,1.98E-08,0,1.760394,1.088878,0.9799899,0,0,0.6715164,6.532326,0.6715164,0,0.6715164,17.84407,93.97582,0.01794405,0.3035887,0.4400985,1000,8.29272,
2/2/16 13:00,0.4616255,32.61471,4.781066,10.12191,0.742681,6.684129,2.226993,2.226993,0.12,0.05,0,3.412857,5.63985,118.5161,5.51E-09,0,6.684129,6.2665,5.63985,0,0,0.4176287,6.74813,0.4176287,0,0.4176287,18.2291,96.00361,0.01789429,2.226993,1.671032,1000,13.43226,
2/2/16 14:00,0.3159104,30.00611,21.25711,20.87099,0.3878563,3.490707,0.2838051,0.2838051,0.45,0.2,0,2.608484,2.892289,120.6901,-2.38E-08,0,3.490707,3.213655,2.892289,0,0,0.2770518,6.86762,0.2770518,0,0.2770518,18.48454,97.34883,0.01786144,0.2838051,0.8726767,1000,10.35833,
2/2/16 15:00,0.2051669,24.45673,36.09929,34.55256,0.2127925,1.915132,0.239836,0.239836,0.45,0.2,0,1.318369,1.558205,122.9063,1.42E-08,0,1.915132,1.731338,1.558205,0,0,0.1837936,6.94689,0.1837936,0,0.1837936,18.65398,98.24123,0.01783971,0.239836,0.478783,1000,8.862022,
2/2/16 16:00,0.1468809,16.65419,48.91625,48.72686,0.1627543,1.464789,0.397292,0.397292,0.45,0.2,0,0.811283,1.208575,121.1996,2.91E-08,0,1.464789,1.342861,1.208575,0,0,0.1219275,6.999476,0.1219275,0,0.1219275,18.7664,98.83324,0.01782532,0.397292,0.3661972,1000,8.464265,
2/2/16 17:00,0.08393191,7.269766,59.96144,63.01948,0.1643165,1.478849,0.31316,0.31316,0.45,0.2,0,0.9450066,1.258167,117.54,-2.78E-08,0,1.478849,1.397963,1.258167,0,0,0.08088583,7.034361,0.08088583,0,0.08088583,18.84097,99.22599,0.01781579,0.31316,0.3697122,1000,8.51321,
2/2/16 18:00,0.01282293,0,69.75807,90,0,0,1.161519,1.161519,0.45,0.2,0,6.46E-08,1.161519,0,-3.48E-15,0,0,1.290577,1.161519,0,0,0.05365888,7.057504,0,1.290577,-1.290577,17.44114,91.85381,0.01781579,1.161519,0,1000,7.057504,
2/2/16 19:00,0,0,78.90009,90,0,0,1.775306,1.775306,0.45,0.2,0,8.41E-08,1.775306,0,3.05E-15,0,0,1.972562,1.775306,0,0,0.8326237,6.395384,0,1.972562,-1.972562,15.3016,80.58589,0.01781579,1.775306,0,1000,6.395384,
2/2/16 20:00,0,0,88.04275,90,0,0,0.4866903,0.4866903,0.45,0.2,0,1.69E-08,0.4866903,0,-3.00E-16,0,0,0.540767,0.4866903,0,0,0.9371396,5.502353,0,0.540767,-0.540767,14.71506,77.49686,0.01781579,0.4866903,0,1000,5.502353,
2/2/16 21:00,0,0,98.03866,90,0,0,0.3216056,0.3216056,0.05,0.02,1.362872,0,0.3216056,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,5.412139,0.9371396,0,0.9371396,15.57906,82.04712,0.01810851,0.3216056,0,1000,5.412139,
2/2/16 22:00,0,0,110.2787,90,0,0,0.2743452,0.2743452,0.05,0.02,0.2743452,0,0.2743452,0,0,0,0,0,0,0,0,0.9371396,5.892795,0,0,0,15.57906,82.04712,0.01810851,0.2743452,0,1000,5.892795,
2/2/16 23:00,0,0,127.4325,90,0,0,0.2762133,0.2762133,0.05,0.02,0.2762133,0,0.2762133,0,0,0,0,0,0,0,0,0.9371396,5.838959,0,0,0,15.57906,82.04712,0.01810851,0.2762133,0,1000,5.838959,
2/3/16 0:00,0,0,154.1057,90,0,0,0.21706,0.21706,0.05,0.02,0.21706,0,0.21706,0,0,0,0,0,0,0,0,0.9371396,5.829785,0,0,0,15.57906,82.04712,0.01810851,0.21706,0,1000,5.829785,
2/3/16 1:00,0,0,-169.638,90,0,0,0.1314612,0.1314612,0.05,0,0.1314612,0,0.1314612,0,0,0,0,0,0,0,0,0.9371396,5.828221,0,0,0,15.57906,82.04712,0.01810851,0.1314612,0,1000,5.828221,
2/3/16 2:00,0,0,-138.0075,90,0,0,0.2034735,0.2034735,0.05,0,0.2034735,0,0.2034735,0,0,0,0,0,0,0,0,0.9371396,5.827955,0,0,0,15.57906,82.04712,0.01810851,0.2034735,0,1000,5.827955,
2/3/16 3:00,0,0,-117.3079,90,0,0,0.1505979,0.1505979,0.05,0,0.1505979,0,0.1505979,0,0,0,0,0,0,0,0,0.9371396,5.82791,0,0,0,15.57906,82.04712,0.01810851,0.1505979,0,1000,5.82791,
2/3/16 4:00,0,0,-103.3152,90,0,0,0.1575937,0.1575937,0.05,0,0.1575937,0,0.1575937,0,0,0,0,0,0,0,0,0.9371396,5.827902,0,0,0,15.57906,82.04712,0.01810851,0.1575937,0,1000,5.827902,
2/3/16 5:00,0,0,-92.52313,90,0,0,0.1642701,0.1642701,0.05,0,0.1642701,0,0.1642701,0,0,0,0,0,0,0,0,0.9371396,5.8279,0,0,0,15.57906,82.04712,0.01810851,0.1642701,0,1000,5.8279,
2/3/16 6:00,0,0,-83.10673,90,0,0,0.1117521,0.1117521,0.05,0,0.1117521,0,0.1117521,0,0,0,0,0,0,0,0,0.9371396,5.8279,0,0,0,15.57906,82.04712,0.01810851,0.1117521,0,1000,5.8279,
2/3/16 7:00,0,0,-74.03439,90,0,0,0.1664071,0.1664071,0.05,0,0.1664071,0,0.1664071,0,0,0,0,0,0,0,0,0.9371396,5.8279,0,0,0,15.57906,82.04712,0.01810851,0.1664071,0,1000,5.8279,
2/3/16 8:00,0.005828605,2.969773,-64.58644,69.31937,0.00526155,0.04735395,0.2559926,0.2559926,0.05,0,0.2133741,0,0.2559926,18.49817,0,0,0.04735395,0.04735395,0.04261855,0,0,0.9371396,5.8279,0,0,0,15.57906,82.04712,0.01810851,0.2559926,0.01183849,1000,5.875254,
2/3/16 9:00,0.06994326,12.89257,-54.14504,54.99753,0.06434496,0.5791046,0.1990196,0.1990196,0.12,0.05,0,0,0.1990196,290.9786,0,0,0.5791046,0.2211329,0.1990196,0,0,0.9371396,5.8279,0.3579717,0,0.3579717,15.90909,83.78524,0.01806602,0.1990196,0.1447762,1000,6.407005,
2/3/16 10:00,0.2284813,21.48875,-42.1375,40.72241,0.2918779,2.626901,0.1705878,0.1705878,0.12,0.05,0,1.350198,1.520785,172.7332,3.97E-08,0,2.626901,1.689762,1.520785,0,0,0.9371396,5.982174,0.9371396,0,0.9371396,16.77309,88.3355,0.01795573,0.1705878,0.6567253,1000,8.609076,
2/3/16 11:00,0.3520477,28.14046,-28.14455,26.69592,0.5138868,4.624981,0.1533806,0.1533806,0.12,0.05,0,3.222792,3.376173,136.9889,-1.21E-07,0,4.624981,3.751303,3.376173,0,0,0.8736774,6.360489,0.8736774,0,0.8736774,17.57858,92.57762,0.01785411,0.1533806,1.156245,1000,10.98547,
2/3/16 12:00,0.4068366,32.13359,-12.22119,13.84455,0.5922461,5.330215,0.160825,0.160825,0.12,0.05,0,4.173264,4.334089,122.9835,-1.23E-07,0,5.330215,4.815655,4.334089,0,0,0.5145596,6.665739,0.5145596,0,0.5145596,18.05298,95.07606,0.0177948,0.160825,1.332554,1000,11.99595,
2/3/16 13:00,0.4184938,32.88765,4.757059,9.859674,0.6108831,5.497948,1.136181,1.136181,0.12,0.05,0,3.504753,4.640934,118.4664,8.23E-08,0,5.497948,5.156593,4.640934,0,0,0.3413545,6.812963,0.3413545,0,0.3413545,18.36769,96.73349,0.01775567,1.136181,1.374487,1000,12.31091,
2/3/16 14:00,0.3741964,30.27647,21.30626,20.72744,0.5352364,4.817128,0.1599368,0.1599368,0.45,0.2,0,3.971671,4.131608,116.5921,-6.39E-08,0,4.817128,4.590675,4.131608,0,0,0.2264523,6.91063,0.2264523,0,0.2264523,18.57647,97.83302,0.0177298,0.1599368,1.204282,1000,11.72776,
2/3/16 15:00,0.2133269,24.71339,36.20377,34.46351,0.2249871,2.024884,0.1557892,0.1557892,0.45,0.2,0,1.531402,1.687191,120.0151,-1.86E-08,0,2.024884,1.874657,1.687191,0,0,0.1502269,6.975421,0.1502269,0,0.1502269,18.71498,98.56244,0.01771269,0.1557892,0.5062209,1000,9.000305,
2/3/16 16:00,0.2098298,16.89268,49.05647,48.66837,0.3358831,3.022948,0.1670354,0.1670354,0.45,0.2,0,2.463924,2.630959,114.8991,-1.95E-08,0,3.022948,2.923288,2.630959,0,0,0.09965946,7.018404,0.09965946,0,0.09965946,18.80686,99.04634,0.01770135,0.1670354,0.7557369,1000,10.04135,
2/3/16 17:00,0.08976051,7.49058,60.12448,62.98367,0.1833874,1.650487,0.1354074,0.1354074,0.45,0.2,0,1.290529,1.425937,115.7476,2.82E-08,0,1.650487,1.584374,1.425937,0,0,0.06611288,7.046918,0.06611288,0,0.06611288,18.86781,99.36736,0.01769384,0.1354074,0.4126217,1000,8.697405,
2/3/16 18:00,0.01515437,0,69.93819,90,0,0,0.5551726,0.5551726,0.45,0.2,0,0,0.5551726,0,0,0,0,0.6168584,0.5551726,0,0,0.04385877,7.065835,0,0.6168584,-0.6168584,18.19873,95.84366,0.01769384,0.5551726,0,1000,7.065835,
2/3/16 19:00,0,0,79.0969,90,0,0,1.021488,1.021488,0.45,0.2,0,0,1.021488,0,0,0,0,1.134987,1.021488,0,0,0.4192851,6.746722,0,1.134987,-1.134987,16.96767,89.36025,0.01769384,1.021488,0,1000,6.746722,
2/3/16 20:00,0,0,88.25953,90,0,0,0.2309496,0.2309496,0.45,0.2,0,0,0.2309496,0,0,0,0,0.2566107,0.2309496,0,0,0.9371396,6.222001,0,0.2566107,-0.2566107,16.68933,87.8944,0.01769384,0.2309496,0,1000,6.222001,
2/3/16 21:00,0,0,98.28062,90,0,0,0.1643838,0.1643838,0.05,0.02,0.1643838,0,0.1643838,0,0,0,0,0,0,0,0,0.9371396,6.195891,0,0,0,16.68933,87.8944,0.01769384,0.1643838,0,1000,6.195891,
2/3/16 22:00,0,0,110.5485,90,0,0,0.1539678,0.1539678,0.05,0.02,0.1539678,0,0.1539678,0,0,0,0,0,0,0,0,0.9371396,6.235171,0,0,0,16.68933,87.8944,0.01769384,0.1539678,0,1000,6.235171,
2/3/16 23:00,0,0,127.7063,90,0,0,0.1772348,0.1772348,0.05,0.02,0.1772348,0,0.1772348,0,0,0,0,0,0,0,0,0.9371396,6.241865,0,0,0,16.68933,87.8944,0.01769384,0.1772348,0,1000,6.241865,
2/4/16 0:00,0,0,154.2498,90,0,0,0.1462335,0.1462335,0.05,0.02,0.1462335,0,0.1462335,0,0,0,0,0,0,0,0,0.9371396,6.243005,0,0,0,16.68933,87.8944,0.01769384,0.1462335,0,1000,6.243005,
2/4/16 1:00,0,0,-169.8297,90,0,0,0.2327963,0.2327963,0.05,0,0.2327963,0,0.2327963,0,0,0,0,0,0,0,0,0.9371396,6.2432,0,0,0,16.68933,87.8944,0.01769384,0.2327963,0,1000,6.2432,
2/4/16 2:00,0,0,-138.3857,90,0,0,0.2816252,0.2816252,0.05,0,0.2816252,0,0.2816252,0,0,0,0,0,0,0,0,0.9371396,6.243233,0,0,0,16.68933,87.8944,0.01769384,0.2816252,0,1000,6.243233,
2/4/16 3:00,0,0,-117.6746,90,0,0,0.2756118,0.2756118,0.05,0,0.2756118,0,0.2756118,0,0,0,0,0,0,0,0,0.9371396,6.243239,0,0,0,16.68933,87.8944,0.01769384,0.2756118,0,1000,6.243239,
2/4/16 4:00,0,0,-103.6354,90,0,0,0.2837012,0.2837012,0.05,0,0.2837012,0,0.2837012,0,0,0,0,0,0,0,0,0.9371396,6.24324,0,0,0,16.68933,87.8944,0.01769384,0.2837012,0,1000,6.24324,
2/4/16 5:00,0,0,-92.80533,90,0,0,0.2692316,0.2692316,0.05,0,0.2692316,0,0.2692316,0,0,0,0,0,0,0,0,0.9371396,6.24324,0,0,0,16.68933,87.8944,0.01769384,0.2692316,0,1000,6.24324,
2/4/16 6:00,0,0,-83.36262,90,0,0,0.3042787,0.3042787,0.05,0,0.3042787,0,0.3042787,0,0,0,0,0,0,0,0,0.9371396,6.24324,0,0,0,16.68933,87.8944,0.01769384,0.3042787,0,1000,6.24324,
2/4/16 7:00,0,0,-74.27269,90,0,0,0.3621068,0.3621068,0.05,0,0.3621068,0,0.3621068,0,0,0,0,0,0,0,0,0.9371396,6.24324,0,0,0,16.68933,87.8944,0.01769384,0.3621068,0,1000,6.24324,
2/4/16 8:00,0.001165721,3.133427,-64.8119,69.36713,0.001020367,0.009183307,0.4334309,0.4334309,0.05,0,0.4251659,0,0.4334309,2.118748,0,0,0.009183307,0.009183307,0.008264977,0,0,0.9371396,6.24324,0,0,0,16.68933,87.8944,0.01769384,0.4334309,0.002295827,1000,6.252423,
2/4/16 9:00,0.03147447,13.07852,-54.35759,55.02417,0.02801606,0.2521445,0.2938387,0.2938387,0.12,0.05,0.06690869,0,0.2938387,85.81051,0,0,0.2521445,0.2521445,0.2269301,0,0,0.9371396,6.24324,0,0,0,16.68933,87.8944,0.01769384,0.2938387,0.06303613,1000,6.495384,
2/4/16 10:00,0.1235664,21.7018,-42.33014,40.72252,0.1126846,1.014161,0.3006932,0.3006932,0.12,0.05,0,0,0.3006932,337.2743,0,0,1.014161,0.3341036,0.3006932,0,0,0.9371396,6.24324,0.6800574,0,0.6800574,17.31632,91.1964,0.01761693,0.3006932,0.2535402,1000,7.257401,
2/4/16 11:00,0.2343099,28.38228,-28.30102,26.65335,0.238957,2.150613,0.2316804,0.2316804,0.12,0.05,0,1.103738,1.335419,161.0441,-6.00E-09,0,2.150613,1.483799,1.335419,0,0,0.6668145,6.536322,0.6668145,0,0.6668145,17.93109,94.4341,0.01754217,0.2316804,0.5376533,1000,8.686935,
2/4/16 12:00,0.3287333,32.39955,-12.31831,13.70004,0.3877665,3.489898,0.2825406,0.2825406,0.12,0.05,0,2.511096,2.793636,124.9231,8.50E-08,0,3.489898,3.10404,2.793636,0,0,0.3858579,6.775135,0.3858579,0,0.3858579,18.28683,96.30763,0.01749919,0.2825406,0.8724746,1000,10.26503,
2/4/16 13:00,0.3870193,33.16547,4.736811,9.594746,0.5185934,4.66734,1.904319,1.904319,0.12,0.05,0,2.065909,3.970228,117.5585,9.81E-08,0,4.66734,4.411365,3.970228,0,0,0.2559752,6.885536,0.2559752,0,0.2559752,18.52283,97.55051,0.0174708,1.904319,1.166835,1000,11.55288,
2/4/16 14:00,0.1970068,30.55083,21.36068,20.58715,0.1826275,1.643647,0.2353273,0.2353273,0.45,0.2,0,1.091124,1.326452,123.9131,2.09E-08,0,1.643647,1.473835,1.326452,0,0,0.1698118,6.958775,0.1698118,0,0.1698118,18.67939,98.37503,0.01745202,0.2353273,0.4109118,1000,8.602422,
2/4/16 15:00,0.2074983,24.97307,36.3142,34.37814,0.2132663,1.919396,0.3498992,0.3498992,0.45,0.2,0,1.276171,1.62607,118.039,4.19E-08,0,1.919396,1.806745,1.62607,0,0,0.1126518,7.00736,0.1126518,0,0.1126518,18.78325,98.922,0.01743958,0.3498992,0.4798491,1000,8.926756,
2/4/16 16:00,0.1783553,17.13333,49.20273,48.61354,0.2301005,2.070904,0.4626661,0.4626661,0.45,0.2,0,1.333889,1.796555,115.2709,-6.58E-08,0,2.070904,1.996172,1.796555,0,0,0.07473265,7.039591,0.07473265,0,0.07473265,18.85215,99.28487,0.01743134,0.4626661,0.5177261,1000,9.110496,
2/4/16 17:00,0.09325767,7.712947,60.29337,62.9515,0.1894837,1.705354,0.2732071,0.2732071,0.45,0.2,0,1.216992,1.490199,114.438,-9.33E-09,0,1.705354,1.655777,1.490199,0,0,0.04957672,7.060974,0.04957672,0,0.04957672,18.89786,99.52559,0.01742587,0.2732071,0.4263384,1000,8.766328,
2/4/16 18:00,0.02098298,0,70.12402,90,0,0,1.232722,1.232722,0.45,0.2,0,0,1.232722,0,0,0,0,1.369691,1.232722,0,0,0.03288874,7.075159,0,1.369691,-1.369691,17.41222,91.70147,0.01742587,1.232722,0,1000,7.075159,
2/4/16 19:00,0,0,79.29935,90,0,0,2.088723,2.088723,0.45,0.2,0,0,2.088723,0,0,0,0,2.320804,2.088723,0,0,0.855506,6.375935,0,2.320804,-2.320804,14.89495,78.44429,0.01742587,2.088723,0,1000,6.375935,
2/4/16 20:00,0,0,88.48186,90,0,0,0.4908566,0.4908566,0.45,0.2,0,1.68E-08,0.4908566,0,6.90E-16,0,0,0.5453962,0.4908566,0,0,0.9371396,5.313497,0,0.5453962,-0.5453962,14.30339,75.3288,0.01742587,0.4908566,0,1000,5.313497,
2/4/16 21:00,0,0,98.52876,90,0,0,0.343028,0.343028,0.05,0.02,1.384294,0,0.343028,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,5.25141,0.9371396,0,0.9371396,15.16739,79.87906,0.0177082,0.343028,0,1000,5.25141,
2/4/16 22:00,0,0,110.8246,90,0,0,0.3523662,0.3523662,0.05,0.02,1.393632,0,0.3523662,0,-1.43E-08,0,0,0,0,1.041266,0.9371396,0.9371396,5.737648,0.9371396,0,0.9371396,16.03139,84.42932,0.01798721,0.3523662,0,1000,5.737648,
2/4/16 23:00,0,0,127.987,90,0,0,0.2594583,0.2594583,0.05,0.02,0.2594583,0,0.2594583,0,0,0,0,0,0,0,0,0.9371396,6.088641,0,0,0,16.03139,84.42932,0.01798721,0.2594583,0,1000,6.088641,
2/5/16 0:00,0,0,154.4018,90,0,0,0.2352471,0.2352471,0.05,0.02,0.2352471,0,0.2352471,0,0,0,0,0,0,0,0,0.9371396,6.012709,0,0,0,16.03139,84.42932,0.01798721,0.2352471,0,1000,6.012709,
2/5/16 1:00,0,0,-170.0117,90,0,0,0.2155203,0.2155203,0.05,0,0.2155203,0,0.2155203,0,0,0,0,0,0,0,0,0.9371396,5.999769,0,0,0,16.03139,84.42932,0.01798721,0.2155203,0,1000,5.999769,
2/5/16 2:00,0,0,-138.7588,90,0,0,0.195163,0.195163,0.05,0,0.195163,0,0.195163,0,0,0,0,0,0,0,0,0.9371396,5.997564,0,0,0,16.03139,84.42932,0.01798721,0.195163,0,1000,5.997564,
2/5/16 3:00,0,0,-118.0409,90,0,0,0.170679,0.170679,0.05,0,0.170679,0,0.170679,0,0,0,0,0,0,0,0,0.9371396,5.997189,0,0,0,16.03139,84.42932,0.01798721,0.170679,0,1000,5.997189,
2/5/16 4:00,0,0,-103.9569,90,0,0,0.1860982,0.1860982,0.05,0,0.1860982,0,0.1860982,0,0,0,0,0,0,0,0,0.9371396,5.997124,0,0,0,16.03139,84.42932,0.01798721,0.1860982,0,1000,5.997124,
2/5/16 5:00,0,0,-93.08927,90,0,0,0.1765137,0.1765137,0.05,0,0.1765137,0,0.1765137,0,0,0,0,0,0,0,0,0.9371396,5.997113,0,0,0,16.03139,84.42932,0.01798721,0.1765137,0,1000,5.997113,
2/5/16 6:00,0,0,-83.62043,90,0,0,0.1969931,0.1969931,0.05,0,0.1969931,0,0.1969931,0,0,0,0,0,0,0,0,0.9371396,5.997112,0,0,0,16.03139,84.42932,0.01798721,0.1969931,0,1000,5.997112,
2/5/16 7:00,0,0,-74.51287,90,0,0,0.2205686,0.2205686,0.05,0,0.2205686,0,0.2205686,0,0,0,0,0,0,0,0,0.9371396,5.997111,0,0,0,16.03139,84.42932,0.01798721,0.2205686,0,1000,5.997111,
2/5/16 8:00,0.01049149,3.302633,-65.03908,69.41266,0.009717843,0.08746059,0.2395351,0.2395351,0.05,0,0.1608206,0,0.2395351,36.51264,0,0,0.08746059,0.0874606,0.07871453,0,0,0.9371396,5.997111,0,0,0,16.03139,84.42932,0.01798721,0.2395351,0.02186515,1000,6.084572,
2/5/16 9:00,0.08742908,13.27002,-54.57156,55.04866,0.08333362,0.7500026,0.2770427,0.2770427,0.12,0.05,0,0,0.2770427,270.7173,0,0,0.7500026,0.3078252,0.2770427,0,0,0.9371396,5.997111,0.4421774,0,0.4421774,16.43905,86.5763,0.01793765,0.2770427,0.1875006,1000,6.747114,
2/5/16 10:00,0.2634529,21.92045,-42.52361,40.72065,0.3803804,3.423424,0.2159459,0.2159459,0.12,0.05,0,2.02171,2.237656,152.9915,-8.60E-08,0,3.423424,2.486284,2.237656,0,0,0.9371396,6.187675,0.9371396,0,0.9371396,17.30305,91.12656,0.01783352,0.2159459,0.8558559,1000,9.611099,
2/5/16 11:00,0.4173281,28.6297,-28.45728,26.60922,0.6932557,6.239301,0.2007829,0.2007829,0.12,0.05,0,4.8395,5.040283,123.7887,2.28E-07,0,6.239301,5.600314,5.040283,0,0,0.6389865,6.559976,0.6389865,0,0.6389865,17.89217,94.22913,0.01776321,0.2007829,1.559825,1000,12.79928,
2/5/16 12:00,0.5234087,32.67088,-12.41357,13.55423,0.9010283,8.109254,0.2363951,0.2363951,0.12,0.05,0,6.701873,6.938268,116.8772,1.47E-08,0,8.109254,7.709187,6.938268,0,0,0.4000675,6.763057,0.4000675,0,0.4000675,18.26101,96.17165,0.01771946,0.2363951,2.027313,1000,14.87231,
2/5/16 13:00,0.5560489,33.4481,4.720378,9.327358,0.9674743,8.707269,1.57093,1.57093,0.12,0.05,0,6.02675,7.59768,114.6043,3.45E-08,0,8.707269,8.441867,7.59768,0,0,0.2654021,6.877522,0.2654021,0,0.2654021,18.5057,97.46031,0.01769057,1.57093,2.176817,1000,15.58479,
2/5/16 14:00,0.5362316,30.82909,21.42042,20.45044,0.9618822,8.65694,0.2402152,0.2402152,0.45,0.2,0,7.392571,7.632787,113.4178,-2.18E-07,0,8.65694,8.480874,7.632787,0,0,0.1760653,6.953459,0.1760653,0,0.1760653,18.66803,98.31519,0.01767145,0.2402152,2.164235,1000,15.6104,
2/5/16 15:00,0.4534655,25.23566,36.43062,34.29662,0.8626785,7.764107,0.1997064,0.1997064,0.45,0.2,0,6.682868,6.882575,112.8082,1.74E-07,0,7.764107,7.647306,6.882575,0,0,0.1168008,7.003834,0.1168008,0,0.1168008,18.77571,98.88231,0.01765879,0.1997064,1.941027,1000,14.76794,
2/5/16 16:00,0.3147447,17.37606,49.35503,48.5625,0.6792637,6.113373,0.2986148,0.2986148,0.45,0.2,0,5.133685,5.4323,112.5375,2.20E-07,0,6.113373,6.035889,5.4323,0,0,0.07748473,7.037252,0.07748473,0,0.07748473,18.84715,99.25854,0.0176504,0.2986148,1.528343,1000,13.15063,
2/5/16 17:00,0.1317265,7.936768,60.46814,62.92306,0.3956289,3.56066,0.1975903,0.1975903,0.45,0.2,0,2.960741,3.158331,112.7386,9.83E-08,0,3.56066,3.509257,3.158331,0,0,0.05140262,7.059422,0.05140262,0,0.05140262,18.89454,99.50811,0.01764484,0.1975903,0.8901649,1000,10.62008,
